name,state,ingredients,calories_per_100g,spice_level,sweet_level,salty_level,sour_level,bitter_level,taste(0/1),prep_time,cook_time,diet_type_veg,diet_type_nonveg,diet_type_fast,diet_type_jain,diet_type_halal,meal_breakfast,meal_brunch,meal_lunch,meal_snack,meal_dinner,course_soup,course_salad,course_appetizer(starter),course_maincourse,course_sidedish,course_dessert,course_beverage,popularity,health_score
Doh Saw Brenga,Meghalaya,"beef, fermented bamboo shoot, chili",230,0.8,0.1,0.9,0.3,0.2,1,30,45,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Khasi Momo,Meghalaya,"pork, vegetables, flour",190,0.5,0.1,0.7,0.2,0.1,1,40,20,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,high,0.7
Sohphlang Khleh,Meghalaya,"sohphlang root, onion, chili",120,0.6,0.1,0.7,0.3,0.2,1,20,15,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,med,0.8
Doh Syiar Saw Spah,Meghalaya,"chicken, wild mushrooms, ginger",210,0.7,0.1,0.8,0.2,0.3,1,25,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Khasi Laksa,Meghalaya,"rice noodles, fish, coconut milk",180,0.8,0.3,0.8,0.4,0.1,1,30,25,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,high,0.7
Doh Khleh Snam,Meghalaya,"pork, blood sausage, ginger",260,0.7,0.1,0.9,0.2,0.3,1,30,40,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,med,0.5
Khasi Putharo Doh,Meghalaya,"rice flour, pork, herbs",200,0.5,0.1,0.7,0.2,0.1,1,25,30,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,high,0.7
Soh Shang Jha,Meghalaya,"pineapple, rice, sugar",170,0.1,0.8,0.2,0.5,0.1,1,20,35,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.7
Doh Syiar Nei Lieh,Meghalaya,"chicken, black sesame, bamboo shoot",220,0.7,0.2,0.8,0.2,0.4,1,25,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Khasi Chutney,Meghalaya,"tomato, chili, herbs",70,0.9,0.2,0.6,0.7,0.1,1,15,10,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,high,0.9
Doh Sniang Tyrkhang,Meghalaya,"pork intestines, wild herbs, chili",210,0.8,0.1,0.9,0.3,0.2,1,35,45,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,med,0.5
Khasi Smoked Fish,Meghalaya,"fish, wood smoke, spices",160,0.6,0.1,0.9,0.2,0.3,1,240,60,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,high,0.8
Doh Sein Minil,Meghalaya,"pork, sticky rice, sesame",270,0.5,0.3,0.7,0.1,0.2,1,30,45,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Khasi Banana Leaf Fish,Meghalaya,"fish, banana leaf, herbs",180,0.5,0.1,0.7,0.3,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Doh Thad Khleh,Meghalaya,"dried pork, onion, chili",240,0.9,0.1,0.9,0.3,0.1,1,20,25,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,high,0.5
Khasi Wild Berry Juice,Meghalaya,"wild berries, sugar, water",80,0.1,0.7,0.1,0.6,0.2,1,15,5,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,high,0.8
Doh Syiar Tyrkhang,Meghalaya,"chicken, wild herbs, bamboo shoot",200,0.7,0.1,0.8,0.3,0.2,1,25,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Khasi Vegetable Stew,Meghalaya,"mixed vegetables, spices, coconut milk",130,0.4,0.2,0.6,0.3,0.1,1,20,30,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,high,0.9
Doh Saw Mylliem,Meghalaya,"beef, mustard leaves, chili",220,0.8,0.1,0.8,0.4,0.2,1,30,45,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Khasi Rice Beer,Meghalaya,"rice, yeast, water",120,0.1,0.3,0.1,0.2,0.3,1,240,720,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,high,0.4
Doh Khleh Tyrso Nei,Meghalaya,"pork, fermented fish, sesame",250,0.8,0.1,0.9,0.3,0.3,1,25,35,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Khasi Wild Mushroom Soup,Meghalaya,"wild mushrooms, herbs, cream",110,0.3,0.2,0.6,0.2,0.3,1,20,30,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,med,0.8
Doh Syiar Sawlia,Meghalaya,"chicken, local greens, ginger",190,0.6,0.1,0.7,0.3,0.2,1,25,35,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Eromba,Manipur,"vegetables, fermented fish, chili",120,0.8,0.1,0.7,0.4,0.2,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Ooti,Manipur,"peas, bamboo shoots, herbs",100,0.5,0.1,0.6,0.3,0.2,1,15,25,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,high,0.8
Chamthong,Manipur,"seasonal vegetables, herbs",80,0.4,0.1,0.5,0.2,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,high,0.9
Kangshoi,Manipur,"vegetables, aromatic herbs",90,0.3,0.1,0.5,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,high,0.9
Singju,Manipur,"lotus stem, herbs, chili",70,0.7,0.1,0.6,0.4,0.2,1,20,10,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,high,0.8
Nga-thongba,Manipur,"fish, herbs, spices",150,0.6,0.1,0.7,0.2,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Alu Kangmet,Manipur,"potato, peas, spices",120,0.5,0.1,0.6,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7
Chak-hao Kheer,Manipur,"black rice, milk, sugar",200,0.1,0.7,0.1,0.1,0.1,1,15,40,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.6
Kangsoi,Manipur,"vegetables, fermented fish, herbs",100,0.6,0.1,0.7,0.3,0.2,1,20,30,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,high,0.8
Bora,Manipur,"lentil fritters, herbs",180,0.5,0.1,0.6,0.2,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.6
Paknam,Manipur,"chickpea flour, herbs, spices",160,0.6,0.1,0.7,0.2,0.1,1,20,30,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,med,0.7
Nga-Atauba,Manipur,"fish, bamboo shoot, herbs",140,0.7,0.1,0.8,0.3,0.2,1,25,35,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Morok Metpa,Manipur,"green chili, fermented fish",60,1,0.1,0.8,0.3,0.2,1,10,15,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,high,0.6
Ushoi,Manipur,"duck, herbs, spices",180,0.7,0.1,0.7,0.2,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Tan-nghou Tongba,Manipur,"pumpkin, herbs, spices",90,0.4,0.2,0.5,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Hawaijar,Manipur,"fermented soybeans, chili",100,0.8,0.1,0.9,0.2,0.3,1,240,20,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,high,0.7
Chagem Pomba,Manipur,"fermented soybean, bamboo shoot",110,0.7,0.1,0.8,0.4,0.3,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7
Yongchak Singju,Manipur,"tree bean, herbs, chili",80,0.8,0.1,0.6,0.5,0.3,1,25,15,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,high,0.8
Kelli Chana,Manipur,"chickpeas, spices, herbs",140,0.6,0.1,0.7,0.2,0.1,1,240,30,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7
Chahao Kheer,Manipur,"black rice, milk, sugar",190,0.1,0.8,0.1,0.1,0.1,1,15,45,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.6
Koukha Thongba,Manipur,"dry fish, herbs, spices",130,0.8,0.1,0.9,0.3,0.2,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Mangal Ooti,Manipur,"bamboo shoot, peas, herbs",110,0.5,0.1,0.6,0.4,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,high,0.8
Kangsoi Chamthong,Manipur,"mixed vegetables, herbs",85,0.4,0.1,0.5,0.2,0.1,1,20,35,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,high,0.9
Iromba,Manipur,"fermented fish, vegetables, chili",130,0.9,0.1,0.8,0.4,0.2,1,25,20,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Ngari Thongba,Manipur,"fermented fish, herbs, spices",140,0.8,0.1,0.9,0.3,0.2,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Leibak Maroi,Manipur,"lentils, spices, herbs",120,0.5,0.1,0.6,0.2,0.1,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8
Chareng Adobo,Manipur,"dried fish, bamboo shoot, spices",150,0.8,0.1,0.9,0.3,0.2,1,25,35,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Paaknam,Manipur,"chickpea flour, herbs, spices",170,0.6,0.1,0.7,0.2,0.1,1,25,35,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,med,0.7
Kanglayen,Manipur,"dried fish, bamboo shoot, herbs",140,0.7,0.1,0.8,0.4,0.2,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Chakhao Kheer,Manipur,"purple rice, milk, sugar",210,0.1,0.8,0.1,0.1,0.1,1,20,50,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.6
Ooti Asinba,Manipur,"peas, herbs, fermented bamboo shoot",110,0.6,0.1,0.7,0.5,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,high,0.8
Gak Sim,Manipur,"seasonal vegetables, herbs",80,0.3,0.1,0.4,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,med,0.9
Ngari Penba,Manipur,"fermented fish, herbs",120,0.8,0.1,0.9,0.3,0.2,1,15,25,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,high,0.6
Loklei Chana,Manipur,"chickpeas, spices, herbs",150,0.5,0.1,0.6,0.2,0.1,1,240,40,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,med,0.7
Yongchak Eromba,Manipur,"tree bean, fermented fish, chili",100,0.9,0.1,0.8,0.5,0.3,1,25,20,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Garlic Eromba,Manipur,"garlic, fermented fish, chili",90,0.9,0.1,0.8,0.3,0.2,1,15,20,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,high,0.7
Tharoi Thongba,Manipur,"mustard leaves, fermented fish",100,0.7,0.1,0.7,0.5,0.3,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Kabok,Manipur,"puffed rice, jaggery",180,0.1,0.7,0.2,0.1,0.1,1,10,15,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6
Soibum Ooti,Manipur,"bamboo shoot, peas, herbs",105,0.6,0.1,0.7,0.5,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,high,0.8
Chagempomba,Manipur,"fermented soybean, bamboo shoot",120,0.7,0.1,0.8,0.4,0.3,1,25,35,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7
Kheer Sagol,Manipur,"rice, milk, sugar",220,0.1,0.8,0.1,0.1,0.1,1,20,45,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.5
Zingthoi,Manipur,"rice, ginger, herbs",110,0.4,0.2,0.5,0.3,0.2,1,15,25,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,med,0.8
Appam,Kerala,"rice flour, coconut milk, yeast",180,0.1,0.2,0.2,0.1,0.1,1,60,15,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,high,0.7
Kerala Fish Curry,Kerala,"fish, coconut milk, spices",140,0.7,0.2,0.6,0.3,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Aviyal,Kerala,"mixed vegetables, coconut, yogurt",90,0.4,0.2,0.5,0.3,0.1,1,30,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.9
Erissery,Kerala,"pumpkin, black-eyed peas, coconut",110,0.3,0.3,0.4,0.1,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Puttu,Kerala,"rice flour, coconut",220,0.1,0.2,0.2,0.1,0.1,1,20,15,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,high,0.7
Nadan Kozhi Curry,Kerala,"chicken, spices, coconut milk",160,0.8,0.2,0.7,0.2,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Pazham Pori,Kerala,"plantain, flour, sugar",250,0.1,0.6,0.2,0.1,0.1,1,15,10,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5
Malabar Parotta,Kerala,"all-purpose flour, oil",300,0.1,0.1,0.4,0.1,0.1,1,30,15,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,high,0.4
Karimeen Pollichathu,Kerala,"pearl spot fish, spices, banana leaf",170,0.6,0.1,0.7,0.2,0.1,1,30,25,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Ela Sadya,Kerala,"rice, various vegetable curries, payasam",400,0.5,0.4,0.6,0.3,0.1,1,120,60,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,high,0.7
Idiyappam,Kerala,"rice flour, water",180,0.1,0.1,0.2,0.1,0.1,1,30,20,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,high,0.7
Meen Moilee,Kerala,"fish, coconut milk, spices",150,0.6,0.2,0.6,0.3,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Kadala Curry,Kerala,"black chickpeas, coconut",130,0.5,0.2,0.6,0.1,0.1,1,30,40,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.8
Parippu Curry,Kerala,"lentils, coconut",120,0.3,0.2,0.5,0.1,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.9
Kappa (Tapioca),Kerala,"tapioca, spices",150,0.4,0.1,0.5,0.1,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Beef Fry,Kerala,"beef, spices",200,0.8,0.1,0.7,0.1,0.1,1,20,40,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,high,0.5
Unniyappam,Kerala,"rice flour, jaggery, banana",220,0.1,0.7,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6
Pathiri,Kerala,rice flour,180,0.1,0.1,0.3,0.1,0.1,1,30,15,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Chemmeen Curry,Kerala,"shrimp, coconut milk",140,0.7,0.2,0.7,0.2,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Koottu Curry,Kerala,"black chickpeas, yam, plantain",110,0.4,0.3,0.5,0.1,0.1,1,25,35,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Mutta Roast,Kerala,"eggs, spices",180,0.6,0.1,0.7,0.1,0.1,1,10,15,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.7
Kadumanga Pickle,Kerala,"raw mango, spices",60,0.8,0.1,0.9,0.9,0.1,1,30,15,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,med,0.5
Ulli Theeyal,Kerala,"small onions, coconut",130,0.6,0.2,0.6,0.3,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7
Palada Payasam,Kerala,"rice ada, milk, sugar",250,0.1,0.9,0.1,0.1,0.1,1,15,40,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,high,0.4
Kallummakkaya Fry,Kerala,"mussels, spices",160,0.7,0.1,0.8,0.1,0.1,1,20,15,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.6
Kozhikodan Halwa,Kerala,"wheat flour, sugar, ghee",300,0.1,0.9,0.2,0.1,0.1,1,30,60,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.3
Thalassery Biryani,Kerala,"rice, chicken/mutton, spices",250,0.7,0.2,0.7,0.1,0.1,1,40,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Sambar,Kerala,"lentils, mixed vegetables",80,0.5,0.2,0.6,0.3,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.9
Moru Curry,Kerala,"buttermilk, coconut",70,0.3,0.1,0.5,0.6,0.1,1,10,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Pacha Manga Curry,Kerala,"raw mango, coconut milk",90,0.4,0.1,0.5,0.8,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7
Ulli Vada,Kerala,"onion, lentil flour",220,0.5,0.1,0.6,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5
Kalan,Kerala,"raw banana, yogurt",100,0.3,0.2,0.5,0.4,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Pineapple Pulissery,Kerala,"pineapple, yogurt, coconut",110,0.3,0.4,0.4,0.6,0.1,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Mambazha Pulissery,Kerala,"ripe mango, yogurt, coconut",120,0.2,0.5,0.4,0.6,0.1,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7
Kappa Vevichathu,Kerala,"tapioca, coconut",150,0.4,0.1,0.6,0.1,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Achappam,Kerala,"rice flour, coconut milk",280,0.1,0.4,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.5
Pazham Nirachathu,Kerala,"plantain, coconut, jaggery",200,0.1,0.7,0.2,0.1,0.1,1,20,15,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.6
Vendakka Mappas,Kerala,"okra, coconut milk",100,0.4,0.2,0.5,0.1,0.2,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Puli Inji,Kerala,"ginger, tamarind",70,0.7,0.1,0.5,0.9,0.3,1,15,20,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,med,0.7
Varutharacha Sambar,Kerala,"lentils, roasted coconut",100,0.6,0.2,0.6,0.3,0.1,1,25,35,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Chakka Pradhaman,Kerala,"jackfruit, jaggery, coconut milk",220,0.1,0.8,0.2,0.1,0.1,1,30,45,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,high,0.5
Thenga Choru,Kerala,"rice, coconut",200,0.2,0.2,0.4,0.1,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Mathi Fry,Kerala,"sardines, spices",180,0.7,0.1,0.8,0.1,0.1,1,20,15,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,high,0.7
Mutta Curry,Kerala,"eggs, coconut milk, spices",160,0.6,0.2,0.7,0.2,0.1,1,15,25,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.7
Pulinkari,Kerala,"tamarind, green banana, jaggery",110,0.4,0.5,0.3,0.8,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Neymeen Pollichathu,Kerala,"seer fish, banana leaf, spices",180,0.7,0.1,0.6,0.2,0.1,1,25,35,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Chena Mezhkkupuratti,Kerala,"elephant yam, spices",140,0.6,0.2,0.5,0.1,0.2,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7
Kappa Biriyani,Kerala,"tapioca, spices, vegetables",220,0.7,0.2,0.6,0.1,0.1,1,30,45,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Meen Peera,Kerala,"fish, coconut, turmeric",150,0.5,0.1,0.7,0.2,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7
Parippu Payasam,Kerala,"lentils, jaggery, coconut milk",200,0.1,0.9,0.2,0.1,0.1,1,20,40,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,high,0.6
Kumbilappam,Kerala,"rice flour, jaggery, jackfruit",180,0.2,0.7,0.2,0.1,0.1,1,30,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.7
Nendran Chips,Kerala,"nendran banana, salt, oil",300,0.2,0.1,0.8,0.1,0.1,1,15,20,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.4
Kalathappam,Kerala,"rice flour, coconut, jaggery",220,0.1,0.7,0.2,0.1,0.1,1,20,30,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,med,0.6
Kaya Norukku,Kerala,"raw banana, coconut oil, salt",170,0.3,0.1,0.7,0.1,0.1,1,15,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.6
Pineapple Kichadi,Kerala,"pineapple, yogurt, coconut",100,0.2,0.6,0.3,0.6,0.1,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Konju Roast,Kerala,"prawns, spices, coconut oil",160,0.8,0.1,0.7,0.2,0.1,1,20,25,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,high,0.7
Muringakka Curry,Kerala,"drumstick, coconut, spices",80,0.5,0.2,0.5,0.3,0.2,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.9
Chakkakuru Mezhukkupuratti,Kerala,"jackfruit seeds, coconut oil, spices",130,0.4,0.2,0.5,0.1,0.2,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Chembu Koottukari,Kerala,"colocasia, black chickpeas, coconut",140,0.5,0.2,0.6,0.1,0.1,1,25,35,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Pacha Moru Curry,Kerala,"buttermilk, green chili, coconut",70,0.4,0.1,0.4,0.7,0.1,1,10,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.9
Chakka Varattiyathu,Kerala,"jackfruit, coconut oil, jaggery",190,0.2,0.7,0.3,0.1,0.1,1,30,40,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.6
Mulaku Bajji,Kerala,"green chili, gram flour, rice flour",150,0.9,0.1,0.5,0.1,0.3,1,15,15,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.5
Pazhampori Curry,Kerala,"ripe plantain, coconut, yogurt",140,0.3,0.6,0.4,0.5,0.1,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7
Kanji,Kerala,"rice, water, salt",80,0.1,0.1,0.3,0.1,0.1,1,5,20,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,high,0.8
Mutta Mala,Kerala,"egg yolks, sugar, cardamom",280,0.1,0.9,0.1,0.1,0.1,1,30,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,med,0.4
Ari Kadukka,Kerala,"mussels, rice flour, spices",170,0.7,0.1,0.8,0.1,0.1,1,25,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.6
Nendran Pazham Nurukku,Kerala,"nendran banana, jaggery, coconut",200,0.1,0.8,0.2,0.1,0.1,1,15,25,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.6
Charu,Kerala,"tomato, tamarind, spices",60,0.6,0.2,0.5,0.8,0.1,1,10,20,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,high,0.9
Elaneer Payasam,Kerala,"tender coconut, milk, sugar",180,0.1,0.8,0.1,0.1,0.1,1,20,30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,high,0.7
Thoran,Kerala,"vegetables, coconut, spices",100,0.4,0.2,0.5,0.1,0.1,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.9
Vazhakka Thoran,Kerala,"raw plantain, coconut, spices",110,0.4,0.2,0.5,0.1,0.2,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Meen Mulakittathu,Kerala,"fish, red chili, tamarind",140,0.9,0.1,0.6,0.7,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Parippu Vada,Kerala,"lentils, onion, spices",220,0.5,0.1,0.7,0.1,0.1,1,30,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6
Olan,Kerala,"white pumpkin, cowpeas, coconut milk",90,0.2,0.3,0.4,0.1,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.9
Kozhukkatta,Kerala,"rice flour, coconut, jaggery",200,0.1,0.7,0.2,0.1,0.1,1,40,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6
Kinnathappam,Kerala,"rice flour, coconut, jaggery",190,0.1,0.7,0.2,0.1,0.1,1,30,25,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,med,0.7
Pazham Pidi,Kerala,"ripe banana, rice flour, coconut",170,0.1,0.6,0.2,0.1,0.1,1,25,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.7
Unni Appam,Kerala,"rice flour, jaggery, banana",220,0.1,0.8,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6
